sepal_length,sepal_width,petal_length,petal_width
5.17339736613101,3.0392859619857666,6.731507982028325,0.8325112803678046
5.54235078703546,3.3353268825938307,1.3158173752131952,0.5201245044281665
6.450813773895735,3.2123967470940133,0.7339116091607214,1.8642686532353965
4.815308546852836,2.8509201920717624,3.700014141986086,0.5151329392729062
7.228766825516007,2.687420101537288,4.666716773814225,1.188272329429722
6.845714203425942,2.902799626136467,3.741149453430632,0.8178740425879065
4.514013412351018,2.8642540972223154,0.07860421992822175,1.5831838605971136
5.947707086825843,3.43984083880841,3.6395839288769807,1.4669296842295587
1.659259107225445,3.473750150774183,3.9552578418909126,0.9855372090064409
6.425458297421848,2.8228361618957383,5.005410587894069,0.7919868809162023
4.810439431297534,3.4598399501733006,4.459876842974326,0.9841000517653029
4.743634709532579,3.222919808350644,2.1082163846107607,0.416989027374154
6.217553252493518,3.4251448475355843,2.8750395487939513,0.8445653919391107
6.037587738586549,3.351851536769445,1.8934156605998869,1.5018403944358818
